bug_id,"bug_severity","priority","product","version","op_sys","assigned_to","bug_status","resolution","short_desc"
115924,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-23772 - golang: math/big: Uncontrolled memory consumption due to an unhandled overflow via Rat.SetString"
115926,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-23773 - golang: cmd/go: Misinterpretation of branch names can lead to incorrect access control"
115928,"critical","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-23806 - golang: crypto/elliptic IsOnCurve returns true for invalid field elements"
116627,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-23943 - httpd: mod_sed: Read/write beyond bounds"
115281,"critical","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-23990 - expat: Integer overflow in doProlog()"
115675,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-24130 xterm: Buffer overflow in set_sixel in graphics_sixel.c"
118501,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-24407 cyrus-sasl: failure to properly escape SQL input allows an attacker to execute arbitrary SQL commands"
117551,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-24675 - golang: encoding/pem: Stack overflow in Decode"
116491,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-24921 - golang: regexp: Stack exhaustion via a deeply nested expression"
120421,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","ASSIGNED",,"CVE-2022-2509 gnutls: Double free during gnutls_pkcs7_verify."
116024,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-25235 - expat: Malformed 2- and 3-byte UTF-8 sequences can lead to arbitrary code execution"
116036,"critical","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-25236 - expat: namespace-separator characters in ""xmlns[:prefix]"" attribute values can lead to arbitrary code execution"
116064,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-25314 - expat: Integer overflow in copyString()"
117047,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-26280 - libarchive: Out of bounds in zipx_lzma_alone_init()"
117555,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27404 - FreeType: Buffer overflow"
117565,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27405 - FreeType: Segementation fault"
117575,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27406 - Freetype: Segmentation violation"
117441,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27444 MariaDB: Segmentation Fault"
118712,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27774 - curl: Credential leak on redirect"
118727,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27775 - curl: Bad local IPv6 connection reuse"
118742,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27776 - curl: auth/cookie leak on redirect"
118757,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","INVALID","CVE-2022-27778 - curl: Removes wrong file on error"
118804,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27781 - curl: CERTINFO never-ending busy-loop"
118819,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-27782 - curl: TLS and SSH connection too eager for reuse"
117807,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","INVALID","CVE-2022-28066 - libarchive: The libarchive lib exist a READ memory access Vulnerability"
119763,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","ASSIGNED",,"CVE-2022-28733 grub2: Integer underflow in grub_net_recv_ip4_packets"
119779,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","ASSIGNED",,"CVE-2022-28734 grub2: Out-of-bound write when handling split HTTP headers"
119807,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","ASSIGNED",,"CVE-2022-28736 grub2: use-after-free in grub_cmd_c"
118078,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-28739 - Ruby: Buffer overrun in String-to-Float conversion"
117237,"critical","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-28805 - lua: Heap buffer over-read"
117821,"critical","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-29155 openldap: OpenLDAP SQL injection"
119954,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","INVALID","CVE-2022-29187 - git: Git prior to versions 2.37.1, 2.36.2, 2.35.4, 2.34.4, 2.33.4, 2.32.3, 2.31.4, and 2.30.5, is vulnerable to privilege escalation in all platforms"
117587,"normal","Backlog","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-29458 - ncurses: Segfaulting OOB read"
119219,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","INVALID","CVE-2022-29526 - golang: syscall: faccessat checks wrong group"
117675,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","FIXED","CVE-2022-29824 - libxml2: Integer overflows in xmlBuf and xmlBuffer lead to out-of-bounds write"
118108,"normal","Backlog","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","INVALID","CVE-2022-30065 - busybox: A use-after-free in Busybox's awk applet leads to denial of service"
119887,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","RESOLVED","FIXED","CVE-2022-32206 curl: HTTP compression denial of service"
119903,"critical","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","RESOLVED","FIXED","CVE-2022-32207 curl: Unpreserved file permissions"
119924,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","RESOLVED","FIXED","CVE-2022-32208 curl: FTP-KRB bad message verification"
119413,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","CLOSED","INVALID","CVE-2022-33099 - lua: Heap buffer overflow in luaG_errormsg() in ldebug.c due to uncontrolled recursion in error handling"
120545,"normal","P3","CGX 3.1","unspecified","---","hprajapati@mvista.com","ASSIGNED",,"CVE-2022-34526 libtiff: A stack overflow was discovered in the _TIFFVGetField function of Tiffsplit"
119424,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","RESOLVED","FIXED","CVE-2022-34903 gnupg: possible signature forgery via injection into the status line."
119832,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","RESOLVED","FIXED","CVE-2022-35414 qemu: can perform an  uninitialized read on the translate_fail path, leading to an io_readx or io_writex crash."
120531,"serious","P2","CGX 3.1","unspecified","---","hprajapati@mvista.com","ASSIGNED",,"CVE-2022-37434 zlib: a heap-based buffer over-read or buffer overflow in inflate in inflate.c via a large gzip header extra field"
