bug_id,"bug_severity","priority","product","version","component","status_whiteboard","keywords","op_sys","assigned_to","bug_status","resolution","short_desc"
121379,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-2980 vim: Crash with mouse click when not initialized."
121441,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-32746 samba: AD users can induce a use-after-free in the server process with an LDAP add or modify request"
121827,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-1615 samba: GnuTLS gnutls_rnd() can fail and give predictable random values"
122020,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-3153 vim: null pointer dereference in vim_regcomp()"
122115,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-38791 mariadb: fails to release mutex on failure"
122569,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-3278 vim: null pointer dereference in eval_next_non_blank() in eval.c"
122656,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-1725 vim: Using NULL regexp program."
122733,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-3352 vim: use after free"
123064,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-21589 mysql:  unauthorized read access to a subset of MySQL Server accessible data"
123072,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-21595 mysql: unauthorized ability to cause a hang or frequently repeatable crash"
123238,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-39253 CVE-2022-39260 git: Can expose some sensitive infomation"
124136,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-2372 mysql: InnoDB unspecified vulnerability (CPU Jul 2021)"
124151,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-4293 vim: floating point exception in num_divide() in src/eval.c"
124981,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-4304 openssl: timing attack in RSA Decryption implementation"
125105,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-37708 docker: vulnerable to Insecure Permissions"
125134,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-22490 git: data exfiltration with maliciously crafted repository"
125163,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2021-20251 samba: Race condition in the bad password lockout code"
125214,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-1264 vim: NULL pointer dereference issue in utfc_ptr2len"
125864,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-1801 tcpdump: OOB write in SMB decoder"
126014,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-26555 ntp: an out-of-bounds write may lead to a DoS"
126590,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-28320 curl: siglongjmp race condition may lead to crash"
126610,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-31124 c-ares: AutoTools does not set CARES_RANDOM_FILE during cross compilation"
126620,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-31147 c-ares: Insufficient randomness in generation of DNS query IDs"
127287,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-3570 libtiff: heap Buffer overflows in tiffcrop.c"
127297,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-3598 libtiff: out-of-bounds write in extractContigSamplesShifted24bits in tools/tiffcrop.c"
127302,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-3599 libtiff: out-of-bounds read in writeSingleSection in tools/tiffcrop.c"
127312,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-3627 libtiff: out-of-bounds write in _TIFFmemcpy in libtiff/tif_unix.c"
127322,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-4645 libtiff: out-of-bounds read in tiffcp in tools/tiffcp.c"
127327,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2022-48281 libtiff: heap-based buffer overflow in processCropSelections() in tools/tiffcrop.c"
127332,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-0795 libtiff: out-of-bounds read in extractContigSamplesShifted16bits() in tools/tiffcrop.c"
127337,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-0796 libtiff: out-of-bounds read in extractContigSamplesShifted24bits() in tools/tiffcrop.c"
127342,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-0797 libtiff: out-of-bounds read in _TIFFmemcpy() in libtiff/tif_unix.c when called by functions in tools/tiffcrop.c"
127347,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-0798 libtiff: out-of-bounds read in extractContigSamplesShifted8bits() in tools/tiffcrop.c"
127352,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-0799 libtiff: use-after-free in extractContigSamplesShifted32bits() in tools/tiffcrop.c"
127357,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-0800 CVE-2023-0801 CVE-2023-0802 CVE-2023-0803 CVE-2023-0804 libtiff:  out-of-bounds  in read or write"
127362,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-1916 libtiff: out-of-bounds read in extractImageSection() in tools/tiffcrop.c"
127367,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-25433 libtiff: Buffer Overflow via /libtiff/tools/tiffcrop.c"
127377,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-25435 libtiff: tiffcrop: heap-buffer-overflow in extractContigSamplesShifted8bits() in tiffcrop.c"
127382,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-26965 libtiff: heap-based use after free via a crafted TIFF image in loadImage() in tiffcrop.c"
127387,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-26966 libtiff: Buffer Overflow in uv_encode()"
127392,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-2731 libtiff: null pointer deference in LZWDecode() in libtiff/tif_lzw.c"
127397,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-2908 libtiff: null pointer dereference in tif_dir.c"
127402,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-30774 libtiff: heap buffer overflow issues related to TIFFTAG_INKNAMES and related TIFFTAG_NUMBEROFINKS value"
127407,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-30775 libtiff: Heap buffer overflow in extractContigSamples32bits, tiffcrop.c"
127412,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3316 libtiff: tiffcrop: null pointer dereference in TIFFClose()"
127417,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3618 libtiff: segmentation fault in Fax3Encode in libtiff/tif_fax3.c"
127557,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3648 wireshark:"
127563,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3649 wireshark: DoS in iSCSI"
127568,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-22008 mysql: InnoDB unspecified vulnerability (CPU Jul 2023)"
127572,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-22033 mysql: InnoDB unspecified vulnerability (CPU Jul 2023)"
127709,"normal","P3","CentOS","7.9 Nokia","Userland",,"security","---","secbugz@mvista.com","NEW",,"CVE-2023-3247 php: Missing error check and insufficient random bytes in HTTP Digest authentication for SOAP"
